id,sender,subject,email_text,label,source,model,prompt_type,context,date_collected
197,security@it-clearlakeuniversity.com,IMMEDIATE RESPONSE NEEDED: Reset Your Password Following Security Incident,"SECURITY NOTIFICATION - CONFIDENTIAL

Dear Colleague,

Our security team has identified suspicious login patterns associated with a subset of staff accounts, potentially stemming from a recent third-party service breach. While we have no evidence of direct compromise to our core systems, we are taking proactive measures.

As a precaution, you are required to reset your password immediately.

➤ Secure Your Account Now via the Incident Response Portal:
http://response.clearlakeuni-it.secure/auth

Note: This link is unique to this notification and will expire in 3 hours.

After resetting, you will be prompted to review your account activity. If you notice any unrecognized logins, you must contact the Help Desk immediately.

Your prompt action is critical to safeguarding university data.
The Information Security Office
Clear Lake University",1,AI,DeepSeek,role-based,academic,
198,no-reply@portal.tech.riverton.edu,Your Network Password Expires in 24 Hours,"Automated Password Expiry Notice

Hello,

This is an automated notification from the Riverton University IT Department. Our records indicate your network password will expire in 24 hours.

To maintain access to university resources, you must reset your password before the expiry time. Failure to do so will result in an automated lockout, requiring a help desk ticket to restore access.

➤ Reset your password here:
https://idm-rivertonuniversity-pwd.com/expiry/reset

You will need to authenticate with your current password and follow the on-screen instructions.

This is a routine process in accordance with university password policy section 4.2.

Sincerely,
IT Service Management
Riverton University",1,AI,DeepSeek,role-based,academic,
199,fraud.department@securetrustbank-alerts.com,ACCOUNT LOCK PENDING: Failed Identity Verification on File,"Official Fraud Investigation Notice - Case #STB-FI-8824

Dear Valued Customer,

Our automated security system has flagged multiple failed attempts to verify your identity using public records, a standard procedure to prevent synthetic identity fraud. This discrepancy requires immediate manual confirmation.

To comply with financial regulations and prevent the scheduled suspension of your accounts, you must complete an identity re-verification process.

You have 12 hours to confirm your details before access restrictions are applied.

➤ Click here to access the secure case portal and verify your identity:
https://investigation.securetrustbank-validate.net/case8824

You will be asked to confirm your full name, date of birth, Social Security Number, and current address. This information will be cross-referenced with our secure internal case file.

Sincerely,
Marcus Reynolds, Lead Investigator
Financial Crimes Division
SecureTrust Bank
This communication is confidential and intended solely for the account holder.",1,AI,DeepSeek,role-based,finance,
200,investigations@heritagefidelitybank-notice.org,FRAUD PREVENTION HOLD: Unverified Transfer Recipient Detected,"INTERNAL FRAUD ALERT – ACTION REQUIRED

Our payment screening system has placed a mandatory hold on a recent transaction from your account due to a mismatch between the recipient's name and unverified beneficiary details. This is a common indicator of account takeover attempts.

To resolve this hold and prevent the full suspension of your online banking profile, you must confirm your identity and review the flagged activity.

➤ Visit the secure investigation page to proceed:
https://heritagefidelity.verification-portal.live/review

Required for verification: Your account number, online banking username, and a one-time passcode which will be sent to your phone after you initiate the process on the linked page.

Time is of the essence. Failure to complete this within 6 hours will result in a mandated 72-hour account freeze for your protection.

Respectfully,
Sophia Chen
Fraud Prevention Unit
Heritage Fidelity Bank
",1,AI,DeepSeek,role-based,finance,
201,compliance@firstcapitolbank-fraud.net,FINAL NOTICE: Customer Identification Program (CIP) Non-Compliance,"FINAL COMPLIANCE REQUEST – ACCOUNT SUSPENSION IMMINENT

Our records indicate your account file is missing mandatory documentation required under the Customer Identification Program (CIP – 31 CFR § 1020.220). This is a critical federal banking regulation.

Your account has been marked for tier-3 review and suspension within 24 hours unless this deficiency is corrected immediately.

As the assigned fraud and compliance investigator, I am providing a final direct portal for you to submit the required identity documentation.

➤ Access the encrypted compliance upload portal here:
https://cip.firstcapitolbank-secure.com/upload/document

You will need to provide a clear image of your government-issued photo ID and a recent utility bill. This portal is the only method to avert suspension.

Regards,
David J. Miller, CFE
Senior Fraud & Compliance Investigator
First Capitol Bank
*Case Reference: CIP-DEF-ALPHA-774*",1,AI,DeepSeek,role-based,finance,
202,Michael.Sorensen@globalventures-internal.org,Welcome & Onboarding Action Required,"Hi [Intern's First Name],

Welcome to the Global Ventures team! I’m Michael Sorensen, Head of Marketing, and I’ll be your onboarding mentor.

To finalize your system access and get your ID badge printed for Monday, HR needs your onboarding information confirmed and signed off before the end of today. I’ve prepared the document with all the details we have on file.

Please review the attached document carefully, confirm all details are correct, and reply with your confirmation.

➤ You can access the document here:
https://gventures.sharepoint-docs-ssl.com/Onboarding_Form_Intern.docx

The link is secure and requires your new company email login. If you have any issues accessing it, let me know immediately. This is time-sensitive for IT provisioning.

Looking forward to working with you,

Michael Sorensen
Head of Marketing
Global Ventures Inc.
Office: 555-867-5309 (Fictitious)",1,AI,DeepSeek,role-based,corporate,
203,Sarah.Lee@technova-corp.team,Pre-start Checklist for your Internship – Please Complete,"Hello,

This is Sarah Lee from the Operations team at TechNova Dynamics. I’m coordinating your onboarding logistics for your internship starting next week.

Before your first day, we need to complete a mandatory HR checklist to set up your email, software licenses, and workstation. The document outlines the last few steps.

To ensure everything is ready for you on Monday, please open the checklist, follow the brief instructions inside, and save your responses.

➤ Download your personal checklist here:
https://technova-hr.secure-form.org/checklist/TN-[RANDOM_NUMBER].pdf

Note: This is a protected file. You may see a prompt to sign in with your credentials. Once complete, simply reply to this email.

Let me know if you encounter any problems.

Best regards,

Sarah Lee
Operations Coordinator
TechNova Dynamics",1,AI,DeepSeek,role-based,corporate,
204,david.renwick@strataconsult-hr.com,Quick Confirmation – Project Alpha & Your Contact Info,"Hi there,

I’m David Renwick, a Senior Consultant here at Strata Consulting. I’ve been assigned to get you set up on Project Alpha, which you’ll be supporting.

Before I add you to the client communications loop, I need to confirm we have your correct personal contact number and emergency details on our internal roster. Our system shows a blank field.

I’ve put the required details form in the secure portal. This is a standard compliance step for all team members on client projects.

➤ Please fill out the form here by end of day:
https://strata-portal.document-hub.com/form/contact_verify

It’s a simple two-minute PDF form. Open it, fill in the highlighted fields, save it, and email it back to me.

Looking forward to having you on the team.

David Renwick
Senior Consultant
Strata Consulting Group
",1,AI,DeepSeek,role-based,corporate,
205,,Invoice #INV-7342-AP awaiting your review & approval,"Dear Vendor,

Hope you're well.

This is a follow-up regarding invoice #INV-7342-AP for the recent Q3 maintenance services, totaling $8,450.00.

Our accounting system shows this is pending your confirmation before we can proceed with payment. Could you please review and confirm the details?

➤ View/Download Invoice:
https://portal.northstar-global-finance.com/approve/inv7342

Please let us know if any corrections are needed, otherwise reply with your approval so we can schedule payment.

Thanks in advance,

Alex Chen
Accounts Payable Specialist
NorthStar Global Solutions
[Generic email signature]",1,AI,DeepSeek,role-based,corporate,
206,,URGENT: Payment Authorization Required for Invoice #5521-FY24,"To our valued supplier,

Our records indicate that invoice #5521-FY24 for consultancy services (amount: $12,300.00) is still awaiting your formal authorization.

To ensure payment is processed in our current cycle (closing tomorrow), we need you to review and approve the invoice via our secure portal.

➤ Approve Invoice Here:
https://secure.vertexcorp-payments.net/approval/5521FY24

Note: You may be prompted to sign in to confirm your identity.

If we don't receive your approval by 5 PM tomorrow, this payment will be delayed until next month's cycle.

Best regards,

Maria Rodriguez
Finance Department
Vertex Corporation
[Generic email signature]",1,AI,DeepSeek,role-based,corporate,
207,,Action Required: Discrepancy in your invoice #AP-8837,"Dear Accounting Team,

We're processing your recent invoice #AP-8837 but have found a discrepancy in the billing details. The amount billed ($7,890.00) doesn't match our purchase order records.

Before we can approve payment, we need you to review the invoice in our system and either confirm the amount or provide a corrected version.

➤ Review Invoice & Discrepancy Details:
https://ap.auroraindustries-connect.com/invoice/AP8837

Please address this within 48 hours to avoid payment delays. If you have questions, you can reply directly to this email.

Sincerely,

James Wilson
Accounts Payable Coordinator
Aurora Industries Ltd.
[Generic email signature]",1,AI,DeepSeek,role-based,corporate,
208,student.services@westfielduniversity-portal.org,URGENT: Course Registration Verification Required by Friday,"Official Student Services Notification

Dear Student,

Our records indicate an inconsistency in your course registration for the upcoming semester. To finalize your enrollment status and secure your seat in your chosen classes, you must verify your registration details in the student portal.

This is a mandatory verification step. Failure to complete this by Friday at 5:00 PM may result in your selected courses being dropped from your schedule.

➤ Click here to log in to the verification portal:
https://verify.westfielduni-register.com/student/login

You will be asked to enter your student ID and portal password to review and confirm your schedule. Please ensure all information is correct before submitting.

Sincerely,

Jennifer Miller
Student Support Officer
Registrar's Office
Westfield University",1,AI,DeepSeek,role-based,academic,
209,support@oakridgecollege-financialaid.net,ACTION NEEDED: Registration Hold Due to Scholarship Compliance,"Financial Aid & Registration Alert

Hello,

This message concerns your [Scholarship Name] award for this academic year. Our system shows your current course registration does not meet the minimum credit hour requirement to maintain your scholarship eligibility.

A temporary ""Registration Verification Hold"" has been placed on your account. To remove this hold and prevent your scholarship from being rescinded, you must log in to confirm your intent to register for a full-time course load.

➤ Confirm your registration to resolve the hold here:
https://hold.oakridgecollege-finaid.com/verify

You must complete this process within 48 hours. Use your student credentials to sign in and follow the prompts.

Best regards,

Marcus Thorne
Student Financial Support
Oakridge College",1,AI,DeepSeek,role-based,academic,
210,no-reply@portal.cambridgestate-tech.help,System Error: Please Confirm Your Registered Courses,"IT & Registrar Service Bulletin

Dear Student,

Due to a recent technical error in the course registration system, data for some students may be incomplete. We are requesting that you verify the courses currently listed on your official schedule.

This confirmation ensures your academic record is accurate for transcripts and billing.

➤ Please review your schedule by logging in here:
https://login.cambridgestate-update.com/check

After logging in with your university username and password, you will see a summary of your registered courses. Click ""Confirm"" if everything is correct, or ""Report Error"" if there is a problem.

Thank you for your prompt assistance in resolving this issue.

Sincerely,

The Student Success & Technology Team
Cambridge State University",1,AI,DeepSeek,role-based,academic,
211,security@unitytrust-bank.net,Mandatory Security Update for Your Account,"Dear Customer,

To enhance your account security, Unity Trust is implementing a mandatory security protocol update. All users must review and accept new terms via our verification portal.

Please complete this brief process within 24 hours to maintain uninterrupted access to online banking services.

Click here to proceed: https://update.unitytrust-verification.com/login",1,AI,DeepSeek,constraint-based,finance,
212,no-reply@citadelbanking-alerts.com,Immediate Action Required: Security Patch,"Our security systems have been upgraded. You are required to re-validate your account details for the new Citadel Banking encryption standard. This ensures continued protection.

Validate your profile here: http://secure.citadel-patch.info

Please complete verification by end of business today.",1,AI,DeepSeek,constraint-based,finance,
213,alerts@fidelityfirst-secure.org,Final Notice: Security Enhancement,"This is a final notification regarding a critical security enhancement for your Fidelity First account. Failure to apply the update will result in temporary access restrictions.

Apply the update now: https://apply.fidelityfirst-update.org

Thank you for your prompt cooperation.",1,AI,DeepSeek,constraint-based,finance,
214,it.support@helpdesk-update.net,Your Password Expiry Notification,"Hello,

This is a routine notification from the IT Helpdesk. Our records show your network password will expire in 5 days.

To ensure uninterrupted access, please use the following link to renew it now:

https://renew-password.helpdeskportal.secure

Thank you,
The IT Support Team",1,AI,DeepSeek,constraint-based,corporate,
215,support@corp-it-assist.org,New Multi-Factor Authentication Setup,"As part of our ongoing security improvements, we are enabling Multi-Factor Authentication for all staff.

Please log in to the configuration portal using your credentials to set up your preferred method:

http://setup.mfa-config-portal.com

We appreciate your cooperation.",1,AI,DeepSeek,constraint-based,corporate,
216,no-reply@tech-services-desk.com,Update Required for Your Software Suite,"To maintain optimal performance, a required update is available for your office software.

Please install this update at your earliest convenience using our self-service portal:

https://portal.techservices-update.net/install

Contact us if you need assistance.",1,AI,DeepSeek,constraint-based,corporate,
217,billing@horizon-ventures-finance.com,Gentle Reminder: Invoice #HV-5572 is Overdue,"Dear Client,

Our records show that Invoice #HV-5572, issued on March 15th, is now 14 days past its due date.

To maintain your account in good standing and avoid any service interruption, we kindly ask that you process this payment at your earliest convenience.

You can view the invoice and submit payment securely here: https://pay.horizon-ventures-billing.com/invoice/5572

Thank you for your prompt attention to this matter.",1,AI,DeepSeek,constraint-based,finance,
218,accounts@summit-supplies-ap.net,Outstanding Balance on Invoice #SS-2289,"Hello,

Hope you're having a productive week. We're following up on Invoice #SS-2289, which remains unpaid.

We understand how busy things can get. To quickly settle this, please use our online portal for secure payment: http://portal.summit-supplies-pay.com

Please let us know if you have any questions.

Best regards,
The Summit Supplies Team",1,AI,DeepSeek,constraint-based,finance,
219,payments@nexus-global-services.org,Friendly Follow-up: Payment for Services Rendered,"Following up on our previous email regarding the outstanding balance for your recent project.

To help us close this period's books, we would appreciate it if you could finalize the payment. All details are available for review and payment here:

https://invoice.nexus-global-pay.org/secure

We value our partnership and thank you for your cooperation.
",1,AI,DeepSeek,constraint-based,finance,
220,support@quickship-delivery.net,Action Required: Delivery Attempt Unsuccessful,"Our driver could not deliver your parcel today at 11:30 AM due to an inaccessible address.

To schedule your next delivery window within 24 hours, please confirm your details here:
https://redelivery.quickship-update.net/confirm

Your package is currently held at our local depot.",1,AI,DeepSeek,constraint-based,corporate,
221,notifications@apexcourier-alerts.com,Update Needed for Your Package #APX-8872,"A delivery attempt for your package was missed. Immediate action is required to prevent its return to the sender.

Please provide delivery instructions or reschedule using our portal:
http://track.apexcourier-reschedule.com",1,AI,DeepSeek,constraint-based,corporate,
222,no-reply@globallogistics-update.org,Urgent: Final Delivery Attempt Notification,"This is your final notification. A previous delivery attempt for your item was unsuccessful.

Confirm your address now to authorize a final attempt tomorrow:
https://verify.globallogistics-deliver.org

Failure to respond will result in return shipment.",1,AI,DeepSeek,constraint-based,corporate,
223,scholarships@riverton-university-awards.org,Important Update Regarding Your Scholarship Application,"Dear Student,

The Awards Committee requires you to confirm your current enrollment details to proceed with your scholarship disbursement review. This is a mandatory verification step.

Please log in to the scholarship portal to validate your information by the end of this week.

Access the portal here: https://verify.rivertonawards-portal.com/login

Sincerely,
Office of Financial Aid",1,AI,DeepSeek,constraint-based,academic,
224,notify@prestigecollege-scholarships.net,Action Required for Merit Scholarship Status,"Your merit scholarship status for the upcoming semester is pending final confirmation. You must review and accept the updated terms and conditions.

Failure to complete this process may delay your funding.

Please confirm your details via the secure link: https://portal.prestigecollege-confirm.net

Financial Aid Office",1,AI,DeepSeek,constraint-based,academic,
225,no-reply@laurelhurst-awards-committee.com,Verification Required for Grant Disbursement,"This notification concerns your pending academic grant. We need immediate verification of your banking information for the direct deposit process.

Log in to your student award profile to complete this essential step.

Secure login: https://awards.laurelhurst-verification.org

Laurelhurst University Awards Committee",1,AI,DeepSeek,constraint-based,academic,
